check,status,details
trade_0107:exit_price,OK,"actual=20225.0, expected=20225.0"
trade_0107:pnl_points,OK,"actual=-26.0, expected=-26.0"
trade_0107:pnl_amount,OK,"actual=-1340.0, expected=-1340.0"
trade_0108:entry_is_next_bar,OK,"signal_i=2258, entry_i=2259"
trade_0108:entry_after_signal_date,OK,"signal=2024-04-10 00:00:00, entry=2024-04-11 00:00:00"
trade_0108:exit_not_before_entry,OK,"entry_i=2259, exit_i=2260"
trade_0108:signal_column_true,OK,long_entry@2258
trade_0108:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0108:entry_price,OK,"actual=20706.0, expected=20706.0"
trade_0108:entry_date_matches_index,OK,"actual=2024-04-11 00:00:00, index_dt=2024-04-11 00:00:00"
trade_0108:exit_bar_index,OK,"actual=2260, expected=2260"
trade_0108:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0108:exit_price,OK,"actual=20751.0, expected=20751.0"
trade_0108:pnl_points,OK,"actual=45.0, expected=45.0"
trade_0108:pnl_amount,OK,"actual=2210.0, expected=2210.0"
trade_0109:entry_is_next_bar,OK,"signal_i=2275, entry_i=2276"
trade_0109:entry_after_signal_date,OK,"signal=2024-05-06 00:00:00, entry=2024-05-07 00:00:00"
trade_0109:exit_not_before_entry,OK,"entry_i=2276, exit_i=2276"
trade_0109:signal_column_true,OK,long_entry@2275
trade_0109:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0109:entry_price,OK,"actual=20729.0, expected=20729.0"
trade_0109:entry_date_matches_index,OK,"actual=2024-05-07 00:00:00, index_dt=2024-05-07 00:00:00"
trade_0109:exit_bar_index,OK,"actual=2276, expected=2276"
trade_0109:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0109:exit_price,OK,"actual=20628.0, expected=20628.0"
trade_0109:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0109:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0110:entry_is_next_bar,OK,"signal_i=2302, entry_i=2303"
trade_0110:entry_after_signal_date,OK,"signal=2024-06-13 00:00:00, entry=2024-06-14 00:00:00"
trade_0110:exit_not_before_entry,OK,"entry_i=2303, exit_i=2312"
trade_0110:signal_column_true,OK,long_entry@2302
trade_0110:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0110:entry_price,OK,"actual=22269.0, expected=22269.0"
trade_0110:entry_date_matches_index,OK,"actual=2024-06-14 00:00:00, index_dt=2024-06-14 00:00:00"
trade_0110:exit_bar_index,OK,"actual=2312, expected=2312"
trade_0110:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0110:exit_price,OK,"actual=22793.0, expected=22793.0"
trade_0110:pnl_points,OK,"actual=524.0, expected=524.0"
trade_0110:pnl_amount,OK,"actual=26160.0, expected=26160.0"
trade_0111:entry_is_next_bar,OK,"signal_i=2317, entry_i=2318"
trade_0111:entry_after_signal_date,OK,"signal=2024-07-04 00:00:00, entry=2024-07-05 00:00:00"
trade_0111:exit_not_before_entry,OK,"entry_i=2318, exit_i=2318"
trade_0111:signal_column_true,OK,long_entry@2317
trade_0111:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0111:entry_price,OK,"actual=23649.0, expected=23649.0"
trade_0111:entry_date_matches_index,OK,"actual=2024-07-05 00:00:00, index_dt=2024-07-05 00:00:00"
trade_0111:exit_bar_index,OK,"actual=2318, expected=2318"
trade_0111:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0111:exit_price,OK,"actual=23548.0, expected=23548.0"
trade_0111:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0111:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0112:entry_is_next_bar,OK,"signal_i=2359, entry_i=2360"
trade_0112:entry_after_signal_date,OK,"signal=2024-09-04 00:00:00, entry=2024-09-05 00:00:00"
trade_0112:exit_not_before_entry,OK,"entry_i=2360, exit_i=2360"
trade_0112:signal_column_true,OK,short_entry@2359
trade_0112:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0112:entry_price,OK,"actual=21299.0, expected=21299.0"
trade_0112:entry_date_matches_index,OK,"actual=2024-09-05 00:00:00, index_dt=2024-09-05 00:00:00"
trade_0112:exit_bar_index,OK,"actual=2360, expected=2360"
trade_0112:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0112:exit_price,OK,"actual=21400.0, expected=21400.0"
trade_0112:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0112:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0113:entry_is_next_bar,OK,"signal_i=2394, entry_i=2395"
trade_0113:entry_after_signal_date,OK,"signal=2024-10-29 00:00:00, entry=2024-10-30 00:00:00"
trade_0113:exit_not_before_entry,OK,"entry_i=2395, exit_i=2398"
trade_0113:signal_column_true,OK,short_entry@2394
trade_0113:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0113:entry_price,OK,"actual=23075.0, expected=23075.0"
trade_0113:entry_date_matches_index,OK,"actual=2024-10-30 00:00:00, index_dt=2024-10-30 00:00:00"
trade_0113:exit_bar_index,OK,"actual=2398, expected=2398"
trade_0113:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0113:exit_price,OK,"actual=23176.0, expected=23176.0"
trade_0113:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0113:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0114:entry_is_next_bar,OK,"signal_i=2401, entry_i=2402"
trade_0114:entry_after_signal_date,OK,"signal=2024-11-08 00:00:00, entry=2024-11-11 00:00:00"
trade_0114:exit_not_before_entry,OK,"entry_i=2402, exit_i=2402"
trade_0114:signal_column_true,OK,long_entry@2401
trade_0114:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0114:entry_price,OK,"actual=23559.0, expected=23559.0"
trade_0114:entry_date_matches_index,OK,"actual=2024-11-11 00:00:00, index_dt=2024-11-11 00:00:00"
trade_0114:exit_bar_index,OK,"actual=2402, expected=2402"
trade_0114:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0114:exit_price,OK,"actual=23458.0, expected=23458.0"
trade_0114:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0114:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0115:entry_is_next_bar,OK,"signal_i=2403, entry_i=2404"
trade_0115:entry_after_signal_date,OK,"signal=2024-11-12 00:00:00, entry=2024-11-13 00:00:00"
trade_0115:exit_not_before_entry,OK,"entry_i=2404, exit_i=2404"
trade_0115:signal_column_true,OK,short_entry@2403
trade_0115:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0115:entry_price,OK,"actual=22761.0, expected=22761.0"
trade_0115:entry_date_matches_index,OK,"actual=2024-11-13 00:00:00, index_dt=2024-11-13 00:00:00"
trade_0115:exit_bar_index,OK,"actual=2404, expected=2404"
trade_0115:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0115:exit_price,OK,"actual=22862.0, expected=22862.0"
trade_0115:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0115:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0116:entry_is_next_bar,OK,"signal_i=2419, entry_i=2420"
trade_0116:entry_after_signal_date,OK,"signal=2024-12-04 00:00:00, entry=2024-12-05 00:00:00"
trade_0116:exit_not_before_entry,OK,"entry_i=2420, exit_i=2421"
trade_0116:signal_column_true,OK,long_entry@2419
trade_0116:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0116:entry_price,OK,"actual=23269.0, expected=23269.0"
trade_0116:entry_date_matches_index,OK,"actual=2024-12-05 00:00:00, index_dt=2024-12-05 00:00:00"
trade_0116:exit_bar_index,OK,"actual=2421, expected=2421"
trade_0116:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0116:exit_price,OK,"actual=23168.0, expected=23168.0"
trade_0116:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0116:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0117:entry_is_next_bar,OK,"signal_i=2430, entry_i=2431"
trade_0117:entry_after_signal_date,OK,"signal=2024-12-19 00:00:00, entry=2024-12-20 00:00:00"
trade_0117:exit_not_before_entry,OK,"entry_i=2431, exit_i=2432"
trade_0117:signal_column_true,OK,short_entry@2430
trade_0117:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0117:entry_price,OK,"actual=22774.0, expected=22774.0"
trade_0117:entry_date_matches_index,OK,"actual=2024-12-20 00:00:00, index_dt=2024-12-20 00:00:00"
trade_0117:exit_bar_index,OK,"actual=2432, expected=2432"
trade_0117:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0117:exit_price,OK,"actual=22899.0, expected=22899.0"
trade_0117:pnl_points,OK,"actual=-125.0, expected=-125.0"
trade_0117:pnl_amount,OK,"actual=-6290.0, expected=-6290.0"
trade_0118:entry_is_next_bar,OK,"signal_i=2433, entry_i=2434"
trade_0118:entry_after_signal_date,OK,"signal=2024-12-24 00:00:00, entry=2024-12-25 00:00:00"
trade_0118:exit_not_before_entry,OK,"entry_i=2434, exit_i=2436"
trade_0118:signal_column_true,OK,long_entry@2433
trade_0118:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0118:entry_price,OK,"actual=23335.0, expected=23335.0"
trade_0118:entry_date_matches_index,OK,"actual=2024-12-25 00:00:00, index_dt=2024-12-25 00:00:00"
trade_0118:exit_bar_index,OK,"actual=2436, expected=2436"
trade_0118:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0118:exit_price,OK,"actual=23200.0, expected=23200.0"
trade_0118:pnl_points,OK,"actual=-135.0, expected=-135.0"
trade_0118:pnl_amount,OK,"actual=-6790.0, expected=-6790.0"
trade_0119:entry_is_next_bar,OK,"signal_i=2439, entry_i=2440"
trade_0119:entry_after_signal_date,OK,"signal=2025-01-02 00:00:00, entry=2025-01-03 00:00:00"
trade_0119:exit_not_before_entry,OK,"entry_i=2440, exit_i=2440"
trade_0119:signal_column_true,OK,short_entry@2439
trade_0119:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0119:entry_price,OK,"actual=22918.0, expected=22918.0"
trade_0119:entry_date_matches_index,OK,"actual=2025-01-03 00:00:00, index_dt=2025-01-03 00:00:00"
trade_0119:exit_bar_index,OK,"actual=2440, expected=2440"
trade_0119:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0119:exit_price,OK,"actual=23019.0, expected=23019.0"
trade_0119:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0119:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0120:entry_is_next_bar,OK,"signal_i=2441, entry_i=2442"
trade_0120:entry_after_signal_date,OK,"signal=2025-01-06 00:00:00, entry=2025-01-07 00:00:00"
trade_0120:exit_not_before_entry,OK,"entry_i=2442, exit_i=2442"
trade_0120:signal_column_true,OK,long_entry@2441
trade_0120:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0120:entry_price,OK,"actual=23977.0, expected=23977.0"
trade_0120:entry_date_matches_index,OK,"actual=2025-01-07 00:00:00, index_dt=2025-01-07 00:00:00"
trade_0120:exit_bar_index,OK,"actual=2442, expected=2442"
trade_0120:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0120:exit_price,OK,"actual=23876.0, expected=23876.0"
trade_0120:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0120:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0121:entry_is_next_bar,OK,"signal_i=2445, entry_i=2446"
trade_0121:entry_after_signal_date,OK,"signal=2025-01-10 00:00:00, entry=2025-01-13 00:00:00"
trade_0121:exit_not_before_entry,OK,"entry_i=2446, exit_i=2449"
trade_0121:signal_column_true,OK,short_entry@2445
trade_0121:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0121:entry_price,OK,"actual=22977.0, expected=22977.0"
trade_0121:entry_date_matches_index,OK,"actual=2025-01-13 00:00:00, index_dt=2025-01-13 00:00:00"
trade_0121:exit_bar_index,OK,"actual=2449, expected=2449"
trade_0121:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0121:exit_price,OK,"actual=23078.0, expected=23078.0"
trade_0121:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0121:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0122:entry_is_next_bar,OK,"signal_i=2452, entry_i=2453"
trade_0122:entry_after_signal_date,OK,"signal=2025-01-21 00:00:00, entry=2025-01-22 00:00:00"
trade_0122:exit_not_before_entry,OK,"entry_i=2453, exit_i=2454"
trade_0122:signal_column_true,OK,long_entry@2452
trade_0122:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0122:entry_price,OK,"actual=23596.0, expected=23596.0"
trade_0122:entry_date_matches_index,OK,"actual=2025-01-22 00:00:00, index_dt=2025-01-22 00:00:00"
trade_0122:exit_bar_index,OK,"actual=2454, expected=2454"
trade_0122:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0122:exit_price,OK,"actual=22713.0, expected=22713.0"
trade_0122:pnl_points,OK,"actual=-883.0, expected=-883.0"
trade_0122:pnl_amount,OK,"actual=-44190.0, expected=-44190.0"
trade_0123:entry_is_next_bar,OK,"signal_i=2454, entry_i=2455"
trade_0123:entry_after_signal_date,OK,"signal=2025-02-03 00:00:00, entry=2025-02-04 00:00:00"
trade_0123:exit_not_before_entry,OK,"entry_i=2455, exit_i=2456"
trade_0123:signal_column_true,OK,short_entry@2454
trade_0123:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0123:entry_price,OK,"actual=22916.0, expected=22916.0"
trade_0123:entry_date_matches_index,OK,"actual=2025-02-04 00:00:00, index_dt=2025-02-04 00:00:00"
trade_0123:exit_bar_index,OK,"actual=2456, expected=2456"
trade_0123:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0123:exit_price,OK,"actual=23068.0, expected=23068.0"
trade_0123:pnl_points,OK,"actual=-152.0, expected=-152.0"
trade_0123:pnl_amount,OK,"actual=-7640.0, expected=-7640.0"
trade_0124:entry_is_next_bar,OK,"signal_i=2457, entry_i=2458"
trade_0124:entry_after_signal_date,OK,"signal=2025-02-06 00:00:00, entry=2025-02-07 00:00:00"
trade_0124:exit_not_before_entry,OK,"entry_i=2458, exit_i=2459"
trade_0124:signal_column_true,OK,long_entry@2457
trade_0124:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0124:entry_price,OK,"actual=23291.0, expected=23291.0"
trade_0124:entry_date_matches_index,OK,"actual=2025-02-07 00:00:00, index_dt=2025-02-07 00:00:00"
trade_0124:exit_bar_index,OK,"actual=2459, expected=2459"
trade_0124:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0124:exit_price,OK,"actual=23190.0, expected=23190.0"
trade_0124:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0124:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0125:entry_is_next_bar,OK,"signal_i=2492, entry_i=2493"
trade_0125:entry_after_signal_date,OK,"signal=2025-03-28 00:00:00, entry=2025-03-31 00:00:00"
trade_0125:exit_not_before_entry,OK,"entry_i=2493, exit_i=2493"
trade_0125:signal_column_true,OK,short_entry@2492
trade_0125:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0125:entry_price,OK,"actual=20862.0, expected=20862.0"
trade_0125:entry_date_matches_index,OK,"actual=2025-03-31 00:00:00, index_dt=2025-03-31 00:00:00"
trade_0125:exit_bar_index,OK,"actual=2493, expected=2493"
trade_0125:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0125:exit_price,OK,"actual=20963.0, expected=20963.0"
trade_0125:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0125:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0126:entry_is_next_bar,OK,"signal_i=2540, entry_i=2541"
trade_0126:entry_after_signal_date,OK,"signal=2025-06-10 00:00:00, entry=2025-06-11 00:00:00"
trade_0126:exit_not_before_entry,OK,"entry_i=2541, exit_i=2541"
trade_0126:signal_column_true,OK,long_entry@2540
trade_0126:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0126:entry_price,OK,"actual=22302.0, expected=22302.0"
trade_0126:entry_date_matches_index,OK,"actual=2025-06-11 00:00:00, index_dt=2025-06-11 00:00:00"
trade_0126:exit_bar_index,OK,"actual=2541, expected=2541"
trade_0126:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0126:exit_price,OK,"actual=22201.0, expected=22201.0"
trade_0126:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0126:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0127:entry_is_next_bar,OK,"signal_i=2556, entry_i=2557"
trade_0127:entry_after_signal_date,OK,"signal=2025-07-02 00:00:00, entry=2025-07-03 00:00:00"
trade_0127:exit_not_before_entry,OK,"entry_i=2557, exit_i=2558"
trade_0127:signal_column_true,OK,long_entry@2556
trade_0127:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0127:entry_price,OK,"actual=22571.0, expected=22571.0"
trade_0127:entry_date_matches_index,OK,"actual=2025-07-03 00:00:00, index_dt=2025-07-03 00:00:00"
trade_0127:exit_bar_index,OK,"actual=2558, expected=2558"
trade_0127:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0127:exit_price,OK,"actual=22470.0, expected=22470.0"
trade_0127:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0127:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0128:entry_is_next_bar,OK,"signal_i=2562, entry_i=2563"
trade_0128:entry_after_signal_date,OK,"signal=2025-07-10 00:00:00, entry=2025-07-11 00:00:00"
trade_0128:exit_not_before_entry,OK,"entry_i=2563, exit_i=2576"
trade_0128:signal_column_true,OK,long_entry@2562
trade_0128:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0128:entry_price,OK,"actual=22513.0, expected=22513.0"
trade_0128:entry_date_matches_index,OK,"actual=2025-07-11 00:00:00, index_dt=2025-07-11 00:00:00"
trade_0128:exit_bar_index,OK,"actual=2576, expected=2576"
trade_0128:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0128:exit_price,OK,"actual=23362.0, expected=23362.0"
trade_0128:pnl_points,OK,"actual=849.0, expected=849.0"
trade_0128:pnl_amount,OK,"actual=42410.0, expected=42410.0"
trade_0129:entry_is_next_bar,OK,"signal_i=2577, entry_i=2578"
trade_0129:entry_after_signal_date,OK,"signal=2025-07-31 00:00:00, entry=2025-08-01 00:00:00"
trade_0129:exit_not_before_entry,OK,"entry_i=2578, exit_i=2578"
trade_0129:signal_column_true,OK,long_entry@2577
trade_0129:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0129:entry_price,OK,"actual=23106.0, expected=23106.0"
trade_0129:entry_date_matches_index,OK,"actual=2025-08-01 00:00:00, index_dt=2025-08-01 00:00:00"
trade_0129:exit_bar_index,OK,"actual=2578, expected=2578"
trade_0129:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0129:exit_price,OK,"actual=23347.0, expected=23347.0"
trade_0129:pnl_points,OK,"actual=241.0, expected=241.0"
trade_0129:pnl_amount,OK,"actual=12010.0, expected=12010.0"
trade_0130:entry_is_next_bar,OK,"signal_i=2582, entry_i=2583"
trade_0130:entry_after_signal_date,OK,"signal=2025-08-07 00:00:00, entry=2025-08-08 00:00:00"
trade_0130:exit_not_before_entry,OK,"entry_i=2583, exit_i=2583"
trade_0130:signal_column_true,OK,long_entry@2582
trade_0130:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0130:entry_price,OK,"actual=24081.0, expected=24081.0"
trade_0130:entry_date_matches_index,OK,"actual=2025-08-08 00:00:00, index_dt=2025-08-08 00:00:00"
trade_0130:exit_bar_index,OK,"actual=2583, expected=2583"
trade_0130:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0130:exit_price,OK,"actual=23980.0, expected=23980.0"
trade_0130:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0130:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0131:entry_is_next_bar,OK,"signal_i=2591, entry_i=2592"
trade_0131:entry_after_signal_date,OK,"signal=2025-08-20 00:00:00, entry=2025-08-21 00:00:00"
trade_0131:exit_not_before_entry,OK,"entry_i=2592, exit_i=2592"
trade_0131:signal_column_true,OK,short_entry@2591
trade_0131:entry_reason_present,OK,"macd_hist_cross_down({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_below_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_below_ma({""ma_type"": ""SMA"", ""per"
trade_0131:entry_price,OK,"actual=23719.0, expected=23719.0"
trade_0131:entry_date_matches_index,OK,"actual=2025-08-21 00:00:00, index_dt=2025-08-21 00:00:00"
trade_0131:exit_bar_index,OK,"actual=2592, expected=2592"
trade_0131:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0131:exit_price,OK,"actual=23820.0, expected=23820.0"
trade_0131:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0131:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0132:entry_is_next_bar,OK,"signal_i=2605, entry_i=2606"
trade_0132:entry_after_signal_date,OK,"signal=2025-09-09 00:00:00, entry=2025-09-10 00:00:00"
trade_0132:exit_not_before_entry,OK,"entry_i=2606, exit_i=2620"
trade_0132:signal_column_true,OK,long_entry@2605
trade_0132:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0132:entry_price,OK,"actual=24986.0, expected=24986.0"
trade_0132:entry_date_matches_index,OK,"actual=2025-09-10 00:00:00, index_dt=2025-09-10 00:00:00"
trade_0132:exit_bar_index,OK,"actual=2620, expected=2620"
trade_0132:exit_reason,OK,"actual=macd_reverse, expected=macd_reverse"
trade_0132:exit_price,OK,"actual=26045.0, expected=26045.0"
trade_0132:pnl_points,OK,"actual=1059.0, expected=1059.0"
trade_0132:pnl_amount,OK,"actual=52910.0, expected=52910.0"
trade_0133:entry_is_next_bar,OK,"signal_i=2621, entry_i=2622"
trade_0133:entry_after_signal_date,OK,"signal=2025-10-02 00:00:00, entry=2025-10-03 00:00:00"
trade_0133:exit_not_before_entry,OK,"entry_i=2622, exit_i=2622"
trade_0133:signal_column_true,OK,long_entry@2621
trade_0133:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
trade_0133:entry_price,OK,"actual=26491.0, expected=26491.0"
trade_0133:entry_date_matches_index,OK,"actual=2025-10-03 00:00:00, index_dt=2025-10-03 00:00:00"
trade_0133:exit_bar_index,OK,"actual=2622, expected=2622"
trade_0133:exit_reason,OK,"actual=fixed_stop, expected=fixed_stop"
trade_0133:exit_price,OK,"actual=26390.0, expected=26390.0"
trade_0133:pnl_points,OK,"actual=-101.0, expected=-101.0"
trade_0133:pnl_amount,OK,"actual=-5090.0, expected=-5090.0"
trade_0134:entry_is_next_bar,OK,"signal_i=2662, entry_i=2663"
trade_0134:entry_after_signal_date,OK,"signal=2025-12-03 00:00:00, entry=2025-12-04 00:00:00"
trade_0134:exit_not_before_entry,OK,"entry_i=2663, exit_i=2663"
trade_0134:signal_column_true,OK,long_entry@2662
trade_0134:entry_reason_present,OK,"macd_hist_cross_up({""fast"": 12, ""signal"": 9, ""slow"": 26}) AND close_above_bollinger_mid({""period"": 20, ""std"": 2.0}) AND close_above_ma({""ma_type"": ""SMA"", ""perio"
